plot_id,tree_id,species,ba
TKW_2,TKW_2_244,Hymenaea verrucosa,0.023778715
TKW_2,TKW_2_25,Uvaria lucida,0.006361725
TKW_2,TKW_2_250,Grewia microcarpa,0.00490167
TKW_2,TKW_2_251,Hymenaea verrucosa,0.009503318
TKW_2,TKW_2_256,Hymenaea verrucosa,0.010028749
TKW_2,TKW_2_257,Hymenaea verrucosa,0.002733971
TKW_2,TKW_2_258,Grewia microcarpa,0.02313783
TKW_2,TKW_2_259,Suregada zanzibariensis,0.003525652
TKW_2,TKW_2_26,Hymenaea verrucosa,0.003525652
TKW_2,TKW_2_260,Hymenaea verrucosa,0.006221139
TKW_2,TKW_2_261,Hymenaea verrucosa,0.020106193
TKW_2,TKW_2_262,Hymenaea verrucosa,0.007853982
TKW_2,TKW_2_265,Vangueriopsis lanciflora,0.002123717
TKW_2,TKW_2_266,Suregada zanzibariensis,0.002375829
TKW_2,TKW_2_267,Grewia microcarpa,0.006534513
TKW_2,TKW_2_268,Hymenaea verrucosa,0.002375829
TKW_2,TKW_2_27,Suregada zanzibariensis,0.015393804
TKW_2,TKW_2_271,Bridelia scleroneura,0.005281017
TKW_2,TKW_2_272,Hymenaea verrucosa,0.08552986
TKW_2,TKW_2_273,Grewia microcarpa,0.003019071
TKW_2,TKW_2_274,Suregada zanzibariensis,0.004656626
TKW_2,TKW_2_277,Hymenaea verrucosa,0.043005262
TKW_2,TKW_2_278,Gymnosporia senegalensis,0.005410608
TKW_2,TKW_2_279,Gymnosporia senegalensis,0.005944679
TKW_2,TKW_2_28,Uvaria lucida,0.003421194
TKW_2,TKW_2_280,Hymenaea verrucosa,0.032047387
TKW_2,TKW_2_281,Gymnosporia senegalensis,0.022965828
TKW_2,TKW_2_283,Sclerocarya birrea,0.004185387
TKW_2,TKW_2_288,Gymnosporia senegalensis,0.005281017
TKW_2,TKW_2_29,Hymenaea verrucosa,0.234139759
TKW_2,TKW_2_292,Hymenaea verrucosa,0.025164943
TKW_2,TKW_2_293,Uvaria lucida,0.006361725
TKW_2,TKW_2_294,Tragia brevipes,0.002463009
TKW_2,TKW_2_295,Hymenaea verrucosa,0.026302199
TKW_2,TKW_2_296,Suregada zanzibariensis,0.002290221
TKW_2,TKW_2_299,Hymenaea verrucosa,0.013069811
TKW_2,TKW_2_3,Hymenaea verrucosa,0.002375829
TKW_2,TKW_2_30,Suregada zanzibariensis,0.032047387
TKW_2,TKW_2_301,Hymenaea verrucosa,0.013069811
TKW_2,TKW_2_302,Hymenaea verrucosa,0.043005262
TKW_2,TKW_2_303,Hymenaea verrucosa,0.003318307
TKW_2,TKW_2_304,Bridelia scleroneura,0.003739281
TKW_2,TKW_2_306,Bobgunnia madagascariensis,0.002642079
TKW_2,TKW_2_307,Hymenaea verrucosa,0.040114997
TKW_2,TKW_2_309,Grewia microcarpa,0.020228715
TKW_2,TKW_2_31,Hymenaea verrucosa,0.002733971
TKW_2,TKW_2_310,Uvaria kirkii,0.004778362
TKW_2,TKW_2_311,Gymnosporia senegalensis,0.011689866
TKW_2,TKW_2_314,Bridelia scleroneura,0.028352874
TKW_2,TKW_2_316,Suregada zanzibariensis,0.001963495
TKW_2,TKW_2_317,Pteleopsis myrtifolia,0.012271846
TKW_2,TKW_2_318,Pteleopsis myrtifolia,0.003525652
TKW_2,TKW_2_319,Pteleopsis myrtifolia,0.003421194
TKW_2,TKW_2_32,Cremaspora triflora,0.002290221
TKW_2,TKW_2_320,Pteleopsis myrtifolia,0.005674502
TKW_2,TKW_2_323,Gymnosporia senegalensis,0.003631681
TKW_2,TKW_2_324,Pteleopsis myrtifolia,0.002123717
TKW_2,TKW_2_325,Pteleopsis myrtifolia,0.002042821
TKW_2,TKW_2_326,Ochna holstii,0.004071504
TKW_2,TKW_2_327,Pteleopsis myrtifolia,0.002375829
TKW_2,TKW_2_328,Ochna holstii,0.004417865
TKW_2,TKW_2_329,Pteleopsis myrtifolia,0.002290221
TKW_2,TKW_2_33,Hymenaea verrucosa,0.002733971
TKW_2,TKW_2_332,Burkea africana,0.144721393
TKW_2,TKW_2_334,Burkea africana,0.143200862
TKW_2,TKW_2_335,Burkea africana,0.059395736
TKW_2,TKW_2_336,Pteleopsis myrtifolia,0.003959192
TKW_2,TKW_2_337,Pteleopsis myrtifolia,0.00490167
TKW_2,TKW_2_338,Pteleopsis myrtifolia,0.003117245
TKW_2,TKW_2_339,Burkea africana,0.163312553
TKW_2,TKW_2_34,Suregada zanzibariensis,0.006221139
TKW_2,TKW_2_340,Pteleopsis myrtifolia,0.006939778
TKW_2,TKW_2_341,Pteleopsis myrtifolia,0.003019071
TKW_2,TKW_2_342,Pteleopsis myrtifolia,0.002733971
TKW_2,TKW_2_343,Pteleopsis myrtifolia,0.003216991
TKW_2,TKW_2_344,Pteleopsis myrtifolia,0.002463009
TKW_2,TKW_2_345,Pteleopsis myrtifolia,0.002042821
TKW_2,TKW_2_346,Pteleopsis myrtifolia,0.002642079
TKW_2,TKW_2_347,Pteleopsis myrtifolia,0.002827433
TKW_2,TKW_2_348,Pteleopsis myrtifolia,0.002551759
TKW_2,TKW_2_349,Pteleopsis myrtifolia,0.010935884
TKW_2,TKW_2_35,Cremaspora triflora,0.003216991
TKW_2,TKW_2_350,Ochna holstii,0.005281017
TKW_2,TKW_2_352,Hymenaea verrucosa,0.038013271
TKW_2,TKW_2_353,Diplorhynchus condylocarpon,0.005281017
TKW_2,TKW_2_354,Uvaria lucida,0.007853982
TKW_2,TKW_2_355,Hymenaea verrucosa,0.057255526
TKW_2,TKW_2_358,Gymnosporia senegalensis,0.038815163
TKW_2,TKW_2_359,Suregada zanzibariensis,0.005541769
TKW_2,TKW_2_36,Gymnosporia senegalensis,0.002551759
TKW_2,TKW_2_360,Uvaria kirkii,0.011254756
TKW_2,TKW_2_361,Uvaria kirkii,0.005808805
TKW_2,TKW_2_362,Hymenaea verrucosa,0.021642432
TKW_2,TKW_2_363,Suregada zanzibariensis,0.00430084
TKW_2,TKW_2_364,Gymnosporia senegalensis,0.008171282
TKW_2,TKW_2_365,Uvaria lucida,0.007736172
TKW_2,TKW_2_367,Hymenaea verrucosa,0.018385386
TKW_2,TKW_2_368,Uvaria lucida,0.002123717
TKW_2,TKW_2_369,Suregada zanzibariensis,0.014957908
TKW_2,TKW_2_37,Gymnosporia senegalensis,0.002042821
TKW_2,TKW_2_370,Grewia microcarpa,0.005944679
TKW_2,TKW_2_371,Hymenaea verrucosa,0.010935884
TKW_2,TKW_2_372,Hymenaea verrucosa,0.060262816
TKW_2,TKW_2_373,Hymenaea verrucosa,0.003216991
TKW_2,TKW_2_374,Gymnosporia senegalensis,0.006939778
TKW_2,TKW_2_375,Hymenaea verrucosa,0.002206183
TKW_2,TKW_2_376,Gymnosporia senegalensis,0.010041316
TKW_2,TKW_2_377,Gymnosporia senegalensis,0.002463009
TKW_2,TKW_2_378,Gymnosporia senegalensis,0.004656626
TKW_2,TKW_2_38,Grewia holstii,0.00453646
TKW_2,TKW_2_382,Grewia microcarpa,0.002922467
TKW_2,TKW_2_383,Gymnosporia senegalensis,0.006361725
TKW_2,TKW_2_384,Grewia microcarpa,0.005152997
TKW_2,TKW_2_385,Bridelia scleroneura,0.016512996
TKW_2,TKW_2_389,Grewia microcarpa,0.003739281
TKW_2,TKW_2_39,Pteleopsis myrtifolia,0.003216991
TKW_2,TKW_2_390,Suregada zanzibariensis,0.002375829
TKW_2,TKW_2_391,Hymenaea verrucosa,0.003019071
TKW_2,TKW_2_393,Gymnosporia senegalensis,0.008992024
TKW_2,TKW_2_395,Hymenaea verrucosa,0.050670748
TKW_2,TKW_2_396,Ficus sansibarica,0.14522012
TKW_2,TKW_2_397,Suregada zanzibariensis,0.001963495
TKW_2,TKW_2_398,Diplorhynchus condylocarpon,0.002827433
TKW_2,TKW_2_399,Diplorhynchus condylocarpon,0.002290221
TKW_2,TKW_2_4,Hymenaea verrucosa,0.035632729
TKW_2,TKW_2_401,Grewia microcarpa,0.004185387
TKW_2,TKW_2_402,Pteleopsis myrtifolia,0.037325262
TKW_2,TKW_2_403,Uvaria kirkii,0.003421194
TKW_2,TKW_2_407,Gymnosporia senegalensis,0.008824734
TKW_2,TKW_2_408,Gymnosporia senegalensis,0.005152997
TKW_2,TKW_2_41,Suregada zanzibariensis,0.007166758
TKW_2,TKW_2_412,Uvaria lucida,0.01603783
TKW_2,TKW_2_413,Suregada zanzibariensis,0.011842234
TKW_2,TKW_2_414,Hymenaea verrucosa,0.027171635
TKW_2,TKW_2_416,Sclerocarya birrea,0.112815378
TKW_2,TKW_2_417,Grewia microcarpa,0.007853982
TKW_2,TKW_2_418,Markhamia obtusifolia,0.005674502
TKW_2,TKW_2_419,Hymenaea verrucosa,0.002733971
TKW_2,TKW_2_42,Uvaria kirkii,0.005026548
TKW_2,TKW_2_420,Suregada zanzibariensis,0.014102609
TKW_2,TKW_2_422,Hymenaea verrucosa,0.008992024
TKW_2,TKW_2_424,Grewia microcarpa,0.003959192
TKW_2,TKW_2_425,Hymenaea verrucosa,0.022698007
TKW_2,TKW_2_426,Uvaria lucida,0.005281017
TKW_2,TKW_2_427,Cremaspora triflora,0.005152997
TKW_2,TKW_2_429,Hymenaea verrucosa,0.002290221
TKW_2,TKW_2_43,Hymenaea verrucosa,0.078923876
TKW_2,TKW_2_431,Hymenaea verrucosa,0.010568318
TKW_2,TKW_2_432,Hymenaea verrucosa,0.004778362
TKW_2,TKW_2_433,Hymenaea verrucosa,0.002827433
TKW_2,TKW_2_434,Hymenaea verrucosa,0.00664761
TKW_2,TKW_2_435,Hymenaea verrucosa,0.005541769
TKW_2,TKW_2_436,Hymenaea verrucosa,0.006221139
TKW_2,TKW_2_437,Hymenaea verrucosa,0.002642079
TKW_2,TKW_2_439,Grewia microcarpa,0.007542964
TKW_2,TKW_2_440,Hymenaea verrucosa,0.002042821
TKW_2,TKW_2_442,Hymenaea verrucosa,0.003216991
TKW_2,TKW_2_443,Hymenaea verrucosa,0.004185387
TKW_2,TKW_2_444,Hymenaea verrucosa,0.002922467
TKW_2,TKW_2_445,Gymnosporia senegalensis,0.002463009
TKW_2,TKW_2_447,Hymenaea verrucosa,0.015393804
TKW_2,TKW_2_448,Hymenaea verrucosa,0.003421194
TKW_2,TKW_2_449,Hymenaea verrucosa,0.005674502
TKW_2,TKW_2_450,Bridelia scleroneura,0.00490167
TKW_2,TKW_2_451,Gymnosporia senegalensis,0.004656626
TKW_2,TKW_2_452,Hymenaea verrucosa,0.006082123
TKW_2,TKW_2_453,Gymnosporia senegalensis,0.007853982
TKW_2,TKW_2_454,Hymenaea verrucosa,0.015853262
TKW_2,TKW_2_455,Cremaspora triflora,0.005410608
TKW_2,TKW_2_456,Suregada zanzibariensis,0.022998029
TKW_2,TKW_2_457,Hymenaea verrucosa,0.007389811
TKW_2,TKW_2_458,Hymenaea verrucosa,0.002551759
TKW_2,TKW_2_459,Hymenaea verrucosa,0.001963495
TKW_2,TKW_2_46,Pteleopsis myrtifolia,0.029864765
TKW_2,TKW_2_461,Hymenaea verrucosa,0.096761839
TKW_2,TKW_2_462,Bridelia scleroneura,0.003216991
TKW_2,TKW_2_463,Gymnosporia senegalensis,0.012667687
TKW_2,TKW_2_465,Hymenaea verrucosa,0.008659015
TKW_2,TKW_2_466,Grewia microcarpa,0.012468981
TKW_2,TKW_2_467,Hymenaea verrucosa,0.002123717
TKW_2,TKW_2_469,Hymenaea verrucosa,0.110662601
TKW_2,TKW_2_47,Gymnosporia senegalensis,0.002827433
TKW_2,TKW_2_470,Hymenaea verrucosa,0.002290221
TKW_2,TKW_2_471,Hymenaea verrucosa,0.029186967
TKW_2,TKW_2_472,Hymenaea verrucosa,0.002827433
TKW_2,TKW_2_474,Hymenaea verrucosa,0.008011847
TKW_2,TKW_2_475,Hymenaea verrucosa,0.002290221
TKW_2,TKW_2_476,Hymenaea verrucosa,0.002206183
TKW_2,TKW_2_477,Gymnosporia senegalensis,0.008992024
TKW_2,TKW_2_478,Hymenaea verrucosa,0.002733971
TKW_2,TKW_2_480,Uvaria lucida,0.009129468
TKW_2,TKW_2_483,Hymenaea verrucosa,0.002922467
TKW_2,TKW_2_484,Grewia microcarpa,0.012468981
TKW_2,TKW_2_488,Hymenaea verrucosa,0.026015529
TKW_2,TKW_2_489,Gymnosporia senegalensis,0.003631681
TKW_2,TKW_2_49,Pteleopsis myrtifolia,0.010028749
TKW_2,TKW_2_492,Hymenaea verrucosa,0.051617938
TKW_2,TKW_2_493,Gymnosporia senegalensis,0.009503318
TKW_2,TKW_2_496,Hymenaea verrucosa,0.052685294
TKW_2,TKW_2_497,Gymnosporia senegalensis,0.008824734
TKW_2,TKW_2_498,Hymenaea verrucosa,0.002642079
TKW_2,TKW_2_499,Hymenaea verrucosa,0.008824734
TKW_2,TKW_2_50,Ekebergia capensis,0.06627818
TKW_2,TKW_2_501,Uvaria lucida,0.011925486
TKW_2,TKW_2_502,Hymenaea verrucosa,0.036643537
TKW_2,TKW_2_503,Hymenaea verrucosa,0.005674502
TKW_2,TKW_2_505,Suregada zanzibariensis,0.010751315
TKW_2,TKW_2_506,Uvaria lucida,0.008963749
TKW_2,TKW_2_507,Cremaspora triflora,0.003848451
TKW_2,TKW_2_508,Grewia microcarpa,0.011309734
TKW_2,TKW_2_51,Pteleopsis myrtifolia,0.004417865
TKW_2,TKW_2_512,Gymnosporia senegalensis,0.017882731
TKW_2,TKW_2_513,Ochna holstii,0.00490167
TKW_2,TKW_2_514,Hymenaea verrucosa,0.003739281
TKW_2,TKW_2_515,Hymenaea verrucosa,0.620716662
TKW_2,TKW_2_516,Hymenaea verrucosa,0.021124069
TKW_2,TKW_2_517,Gymnosporia senegalensis,0.002463009
TKW_2,TKW_2_518,Uvaria lucida,0.003525652
TKW_2,TKW_2_519,Suregada zanzibariensis,0.002123717
TKW_2,TKW_2_52,Gymnosporia senegalensis,0.007402378
TKW_2,TKW_2_524,Suregada zanzibariensis,0.003848451
TKW_2,TKW_2_525,Pteleopsis myrtifolia,0.002827433
TKW_2,TKW_2_526,Hymenaea verrucosa,0.013273229
TKW_2,TKW_2_528,Grewia microcarpa,0.003421194
TKW_2,TKW_2_53,Pteleopsis myrtifolia,0.003421194
TKW_2,TKW_2_530,Bridelia scleroneura,0.027464588
TKW_2,TKW_2_532,Gymnosporia senegalensis,0.014957123
TKW_2,TKW_2_533,Suregada zanzibariensis,0.008494867
TKW_2,TKW_2_534,Hymenaea verrucosa,0.001963495
TKW_2,TKW_2_535,Uvaria lucida,0.001963495
TKW_2,TKW_2_536,Suregada zanzibariensis,0.002206183
TKW_2,TKW_2_537,Suregada zanzibariensis,0.015104777
TKW_2,TKW_2_538,Grewia microcarpa,0.003739281
TKW_2,TKW_2_54,Grewia microcarpa,0.023105629
TKW_2,TKW_2_540,Ochna holstii,0.005944679
TKW_2,TKW_2_541,Suregada zanzibariensis,0.006361725
TKW_2,TKW_2_542,Uvaria lucida,0.013684778
TKW_2,TKW_2_543,Grewia microcarpa,0.019308228
TKW_2,TKW_2_545,Suregada zanzibariensis,0.034050152
TKW_2,TKW_2_547,Suregada zanzibariensis,0.005674502
TKW_2,TKW_2_548,Hymenaea verrucosa,0.004185387
TKW_2,TKW_2_549,Suregada zanzibariensis,0.003318307
TKW_2,TKW_2_55,Grewia microcarpa,0.002551759
TKW_2,TKW_2_554,Grewia microcarpa,0.016060607
TKW_2,TKW_2_555,Gymnosporia senegalensis,0.013273229
TKW_2,TKW_2_557,Hymenaea verrucosa,0.045616711
TKW_2,TKW_2_558,Suregada zanzibariensis,0.016744689
TKW_2,TKW_2_56,Grewia microcarpa,0.002551759
TKW_2,TKW_2_560,Suregada zanzibariensis,0.007489557
TKW_2,TKW_2_561,Gymnosporia senegalensis,0.003019071
TKW_2,TKW_2_562,Suregada zanzibariensis,0.002733971
TKW_2,TKW_2_563,Grewia microcarpa,0.007853982
TKW_2,TKW_2_565,Bridelia scleroneura,0.031415927
TKW_2,TKW_2_566,Uvaria lucida,0.009331316
TKW_2,TKW_2_567,Uvaria kirkii,0.005152997
TKW_2,TKW_2_569,Hymenaea verrucosa,0.061575216
TKW_2,TKW_2_570,Suregada zanzibariensis,0.00809667
TKW_2,TKW_2_571,Gymnosporia senegalensis,0.007697687
TKW_2,TKW_2_573,Suregada zanzibariensis,0.009160884
TKW_2,TKW_2_574,Hymenaea verrucosa,0.002375829
TKW_2,TKW_2_575,Hymenaea verrucosa,0.010751315
TKW_2,TKW_2_576,Hymenaea verrucosa,0.012271846
TKW_2,TKW_2_578,Gymnosporia senegalensis,0.007389811
TKW_2,TKW_2_579,Bridelia scleroneura,0.008824734
TKW_2,TKW_2_58,Gymnosporia senegalensis,0.002463009
TKW_2,TKW_2_580,Gymnosporia senegalensis,0.006082123
TKW_2,TKW_2_581,Gymnosporia senegalensis,0.009160884
TKW_2,TKW_2_582,Hymenaea verrucosa,0.096761839
TKW_2,TKW_2_583,Suregada zanzibariensis,0.00430084
TKW_2,TKW_2_584,Suregada zanzibariensis,0.002922467
TKW_2,TKW_2_586,Gymnosporia senegalensis,0.003019071
TKW_2,TKW_2_587,Grewia microcarpa,0.008184634
TKW_2,TKW_2_588,Suregada zanzibariensis,0.003117245
TKW_2,TKW_2_589,Suregada zanzibariensis,0.00430084
TKW_2,TKW_2_59,Pteleopsis myrtifolia,0.003117245
TKW_2,TKW_2_590,Suregada zanzibariensis,0.002123717
TKW_2,TKW_2_592,Uvaria kirkii,0.003216991
TKW_2,TKW_2_593,Suregada zanzibariensis,0.032365473
TKW_2,TKW_2_594,Hymenaea verrucosa,0.010568318
TKW_2,TKW_2_595,Gymnosporia senegalensis,0.008824734
TKW_2,TKW_2_596,Grewia microcarpa,0.003117245
TKW_2,TKW_2_597,Suregada zanzibariensis,0.004656626
TKW_2,TKW_2_598,Uvaria kirkii,0.023589434
TKW_2,TKW_2_599,Hymenaea verrucosa,0.066966189
TKW_2,TKW_2_6,Cremaspora triflora,0.007853982
TKW_2,TKW_2_60,Uvaria kirkii,0.008471305
TKW_2,TKW_2_600,Grewia microcarpa,0.003216991
TKW_2,TKW_2_602,Bridelia scleroneura,0.015614501
TKW_2,TKW_2_603,Combretum apiculatum,0.092401309
TKW_2,TKW_2_604,Hymenaea verrucosa,0.024052819
TKW_2,TKW_2_605,Hymenaea verrucosa,0.016512996
TKW_2,TKW_2_606,Gymnosporia senegalensis,0.009852035
TKW_2,TKW_2_607,Hymenaea verrucosa,0.14522012
TKW_2,TKW_2_609,Grewia microcarpa,0.030550418
TKW_2,TKW_2_61,Pteleopsis myrtifolia,0.002922467
TKW_2,TKW_2_612,Hymenaea verrucosa,0.091326884
TKW_2,TKW_2_613,Burkea africana,0.044862728
TKW_2,TKW_2_614,Margaritaria discoidea,0.005026548
TKW_2,TKW_2_615,Pteleopsis myrtifolia,0.002827433
TKW_2,TKW_2_616,Pteleopsis myrtifolia,0.002290221
TKW_2,TKW_2_617,Pteleopsis myrtifolia,0.002551759
TKW_2,TKW_2_618,Pteleopsis myrtifolia,0.002123717
TKW_2,TKW_2_619,Pteleopsis myrtifolia,0.002290221
TKW_2,TKW_2_62,Pteleopsis myrtifolia,0.008011847
TKW_2,TKW_2_620,Pteleopsis myrtifolia,0.002551759
TKW_2,TKW_2_624,Pteleopsis myrtifolia,0.017907864
TKW_2,TKW_2_625,Pteleopsis myrtifolia,0.031415927
TKW_2,TKW_2_626,Pteleopsis myrtifolia,0.007088218
TKW_2,TKW_2_628,Gymnosporia senegalensis,0.016611171
TKW_2,TKW_2_629,Gymnosporia senegalensis,0.00609469
TKW_2,TKW_2_63,Uvaria lucida,0.004656626
TKW_2,TKW_2_630,Gymnosporia senegalensis,0.002827433
TKW_2,TKW_2_632,Pteleopsis myrtifolia,0.010386891
TKW_2,TKW_2_633,Pteleopsis myrtifolia,0.002922467
TKW_2,TKW_2_636,Pseudolachnostylis maprouneifolia,0.003848451
TKW_2,TKW_2_639,Multidentia crassa,0.002642079
TKW_2,TKW_2_64,Gymnosporia senegalensis,0.005152997
TKW_2,TKW_2_640,Diospyros fischeri,0.008626813
TKW_2,TKW_2_641,Margaritaria discoidea,0.003959192
TKW_2,TKW_2_643,Pseudolachnostylis maprouneifolia,0.006221139
TKW_2,TKW_2_645,Multidentia crassa,0.00453646
TKW_2,TKW_2_647,Diplorhynchus condylocarpon,0.002551759
TKW_2,TKW_2_648,Pseudolachnostylis maprouneifolia,0.009503318
TKW_2,TKW_2_649,Pseudolachnostylis maprouneifolia,0.002123717
TKW_2,TKW_2_65,Grewia microcarpa,0.027529776
TKW_2,TKW_2_650,Gymnosporia senegalensis,0.003848451
TKW_2,TKW_2_651,Diplorhynchus condylocarpon,0.003019071
TKW_2,TKW_2_652,Diospyros fischeri,0.002827433
TKW_2,TKW_2_653,Diplorhynchus condylocarpon,0.002206183
TKW_2,TKW_2_654,Ochna holstii,0.002551759
TKW_2,TKW_2_655,Pteleopsis myrtifolia,0.161883128
TKW_2,TKW_2_656,Diospyros fischeri,0.00453646
TKW_2,TKW_2_657,Grewia microcarpa,0.003848451
TKW_2,TKW_2_658,Grewia microcarpa,0.003848451
TKW_2,TKW_2_659,Gymnosporia senegalensis,0.014741138
TKW_2,TKW_2_66,Pteleopsis myrtifolia,0.009331316
TKW_2,TKW_2_660,Grewia microcarpa,0.032259444
TKW_2,TKW_2_661,Suregada zanzibariensis,0.005674502
TKW_2,TKW_2_662,Suregada zanzibariensis,0.015393804
TKW_2,TKW_2_663,Hymenaea verrucosa,0.001809557
TKW_2,TKW_2_666,Grewia microcarpa,0.002551759
TKW_2,TKW_2_667,Gymnosporia senegalensis,0.004417865
TKW_2,TKW_2_668,Grewia microcarpa,0.015005817
TKW_2,TKW_2_67,Grewia microcarpa,0.016187842
TKW_2,TKW_2_670,Uvaria lucida,0.013302289
TKW_2,TKW_2_671,Hymenaea verrucosa,0.003019071
TKW_2,TKW_2_672,Hymenaea verrucosa,0.09390299
TKW_2,TKW_2_673,Bridelia scleroneura,0.01911345
TKW_2,TKW_2_674,Hymenaea verrucosa,0.020106193
TKW_2,TKW_2_675,Uvaria kirkii,0.003117245
TKW_2,TKW_2_676,Suregada zanzibariensis,0.012667687
TKW_2,TKW_2_677,Hymenaea verrucosa,0.030480517
TKW_2,TKW_2_678,Uvaria kirkii,0.004185387
TKW_2,TKW_2_679,Hymenaea verrucosa,0.078923876
TKW_2,TKW_2_68,Uvaria lucida,0.005944679
TKW_2,TKW_2_680,Uvaria lucida,0.015614501
TKW_2,TKW_2_681,Grewia microcarpa,0.007088218
TKW_2,TKW_2_683,Suregada zanzibariensis,0.016296226
TKW_2,TKW_2_684,Grewia microcarpa,0.011895641
TKW_2,TKW_2_686,Grewia microcarpa,0.007088218
TKW_2,TKW_2_687,Suregada zanzibariensis,0.013684778
TKW_2,TKW_2_688,Grewia microcarpa,0.005281017
TKW_2,TKW_2_689,Suregada zanzibariensis,0.002042821
TKW_2,TKW_2_69,Suregada zanzibariensis,0.008320508
TKW_2,TKW_2_690,Uvaria kirkii,0.005152997
TKW_2,TKW_2_691,Gymnosporia senegalensis,0.005410608
TKW_2,TKW_2_693,Suregada zanzibariensis,0.003117245
TKW_2,TKW_2_694,Gymnosporia senegalensis,0.013478218
TKW_2,TKW_2_695,Gymnosporia senegalensis,0.027724555
TKW_2,TKW_2_696,Uvaria kirkii,0.006939778
TKW_2,TKW_2_697,Uvaria lucida,0.003525652
TKW_2,TKW_2_699,Gymnosporia senegalensis,0.034165606
TKW_2,TKW_2_70,Grewia microcarpa,0.009331316
TKW_2,TKW_2_700,Suregada zanzibariensis,0.002463009
TKW_2,TKW_2_701,Hymenaea verrucosa,0.004778362
TKW_2,TKW_2_702,Vangueriopsis lanciflora,0.002375829
TKW_2,TKW_2_703,Suregada zanzibariensis,0.008824734
TKW_2,TKW_2_704,Suregada zanzibariensis,0.002827433
TKW_2,TKW_2_705,Suregada zanzibariensis,0.003525652
TKW_2,TKW_2_706,Grewia microcarpa,0.012338605
TKW_2,TKW_2_707,Grewia microcarpa,0.003117245
TKW_2,TKW_2_708,Suregada zanzibariensis,0.017035286
TKW_2,TKW_2_709,Suregada zanzibariensis,0.002733971
TKW_2,TKW_2_71,Uvaria lucida,0.007238229
TKW_2,TKW_2_710,Markhamia obtusifolia,0.016741547
TKW_2,TKW_2_712,Hymenaea verrucosa,0.002375829
TKW_2,TKW_2_714,Grewia microcarpa,0.003019071
TKW_2,TKW_2_715,Bobgunnia madagascariensis,0.002123717
TKW_2,TKW_2_717,Gymnosporia senegalensis,0.003318307
TKW_2,TKW_2_718,Gymnosporia senegalensis,0.009331316
TKW_2,TKW_2_719,Grewia microcarpa,0.002290221
TKW_2,TKW_2_720,Gymnosporia senegalensis,0.008659015
TKW_2,TKW_2_721,Suregada zanzibariensis,0.003959192
TKW_2,TKW_2_722,Grewia microcarpa,0.016827156
TKW_2,TKW_2_723,Gymnosporia senegalensis,0.002042821
TKW_2,TKW_2_724,Gymnosporia senegalensis,0.003739281
TKW_2,TKW_2_725,Gymnosporia senegalensis,0.005026548
TKW_2,TKW_2_727,Suregada zanzibariensis,0.009237853
TKW_2,TKW_2_728,Gymnosporia senegalensis,0.006361725
TKW_2,TKW_2_729,Gymnosporia senegalensis,0.006792909
TKW_2,TKW_2_73,Uvaria lucida,0.005944679
TKW_2,TKW_2_732,Gymnosporia senegalensis,0.008370774
TKW_2,TKW_2_733,Gymnosporia senegalensis,0.005944679
TKW_2,TKW_2_734,Hymenaea verrucosa,0.026015529
TKW_2,TKW_2_736,Suregada zanzibariensis,0.063356499
TKW_2,TKW_2_737,Suregada zanzibariensis,0.004656626
TKW_2,TKW_2_738,Hymenaea verrucosa,0.006082123
TKW_2,TKW_2_739,Grewia microcarpa,0.009676891
TKW_2,TKW_2_74,Gymnosporia senegalensis,0.016402255
TKW_2,TKW_2_740,Grewia microcarpa,0.003421194
TKW_2,TKW_2_741,Gymnosporia senegalensis,0.009503318
TKW_2,TKW_2_742,Vangueriopsis lanciflora,0.002206183
TKW_2,TKW_2_743,Gymnosporia senegalensis,0.005026548
TKW_2,TKW_2_744,Suregada zanzibariensis,0.008372344
TKW_2,TKW_2_745,Suregada zanzibariensis,0.007853982
TKW_2,TKW_2_746,Suregada zanzibariensis,0.00490167
TKW_2,TKW_2_747,Gymnosporia senegalensis,0.007853982
TKW_2,TKW_2_748,Suregada zanzibariensis,0.00453646
TKW_2,TKW_2_749,Gymnosporia senegalensis,0.005808805
TKW_2,TKW_2_750,Gymnosporia senegalensis,0.010207035
TKW_2,TKW_2_754,Suregada zanzibariensis,0.003318307
TKW_2,TKW_2_755,Hymenaea verrucosa,0.002123717
TKW_2,TKW_2_757,Gymnosporia senegalensis,0.007853982
TKW_2,TKW_2_758,Grewia microcarpa,0.006792909
TKW_2,TKW_2_76,Markhamia obtusifolia,0.007389811
TKW_2,TKW_2_760,Suregada zanzibariensis,0.003318307
TKW_2,TKW_2_761,Hymenaea verrucosa,0.004656626
TKW_2,TKW_2_762,Gymnosporia senegalensis,0.009352521
TKW_2,TKW_2_765,Gymnosporia senegalensis,0.003216991
TKW_2,TKW_2_767,Hymenaea verrucosa,0.013684778
TKW_2,TKW_2_77,Uvaria lucida,0.002375829
TKW_2,TKW_2_770,Gymnosporia senegalensis,0.009676891
TKW_2,TKW_2_771,Gymnosporia senegalensis,0.006082123
TKW_2,TKW_2_772,Hymenaea verrucosa,0.043743536
TKW_2,TKW_2_776,Hymenaea verrucosa,0.002375829
TKW_2,TKW_2_777,Gymnosporia senegalensis,0.016512996
TKW_2,TKW_2_779,Hymenaea verrucosa,0.002375829
TKW_2,TKW_2_78,Gymnosporia senegalensis,0.002206183
TKW_2,TKW_2_780,Hymenaea verrucosa,0.005281017
